cam_left_stamp,cam_right_stamp
1778013835466360204,1778013835466425415
1778013835498638173,1778013835498592943
1778013835527275251,1778013835527067482
1778013835559036904,1778013835559097719
1778013835591287453,1778013835591657920
1778013835625181236,1778013835625359538
1778013835651304810,1778013835652975247
1778013835678922310,1778013835683782910
1778013835708384211,1778013835715353002
1778013835736348857,1778013835747717961
1778013835768396137,1778013835773775666
1778013835800130119,1778013835802698706
1778013835831197517,1778013835832571723
1778013835857580383,1778013835859377669
1778013835886654580,1778013835888813419
1778013835917316225,1778013835918790696
1778013835964450914,1778013835965761177
1778013835981898077,1778013835983410057
1778013836014984467,1778013836016179642
1778013836048531719,1778013836050929617
1778013836082686102,1778013836085025599
1778013836113668765,1778013836113365535
1778013836145711843,1778013836145519882
1778013836177427259,1778013836177347488
1778013836204705475,1778013836208089601
1778013836238918086,1778013836238600381
1778013836269313947,1778013836268991112
1778013836300312189,1778013836300058810
1778013836331128120,1778013836334234177
1778013836363880416,1778013836363640832
1778013836394856036,1778013836394724980
1778013836428710465,1778013836428728481
1778013836458505828,1778013836458189574
1778013836489551807,1778013836489424280
1778013836520501025,1778013836519975918
1778013836554534723,1778013836554187042
1778013836581942150,1778013836581249288
1778013836611366620,1778013836610975110
1778013836643820609,1778013836643570516
1778013836677115121,1778013836680897752
1778013836705394668,1778013836705385228
1778013836734578968,1778013836734366073
1778013836763517900,1778013836763424248
1778013836788666151,1778013836792418225
1778013836818988495,1778013836817338168
1778013836847394447,1778013836846214322
1778013836895785006,1778013836895831890
1778013836914909529,1778013836914920672
1778013836946639123,1778013836946578032
1778013836976031345,1778013836976051046
1778013837011843770,1778013837011816593
1778013837037052412,1778013837036987592
1778013837068996763,1778013837069116271
1778013837105558493,1778013837105550306
1778013837131794183,1778013837135733441
1778013837161175331,1778013837160907756
1778013837193264402,1778013837193254412
1778013837228137019,1778013837228186657
1778013837254717535,1778013837258975505
1778013837286541190,1778013837286666083
1778013837316955020,1778013837316918201
1778013837347716756,1778013837347786707
1778013837377314099,1778013837377132820
1778013837409462383,1778013837409304900
1778013837445437844,1778013837445182055
1778013837480406392,1778013837480396349
